id,q1_1,q1_2,q1_3,op,q2_1,q2_2,q2_3
20236,7,1,4,-,1,2,4
20237,8,1,3,-,4,2,3
20238,3,1,9,-,1,3,9
20239,9,1,7,-,5,2,7
20240,9,1,5,-,1,2,5
20241,9,4,7,-,6,5,7
20242,8,5,7,-,1,6,7
20243,6,4,6,-,4,5,6
20244,5,2,8,-,3,6,8
20245,6,1,3,-,4,2,3
20246,5,2,6,-,2,3,6
20247,5,5,7,-,3,6,7
20248,6,3,6,-,2,5,6
20249,5,5,8,-,1,6,8
20250,5,1,3,-,2,2,3
20251,6,4,7,-,2,6,7
20252,9,4,8,-,2,5,8
20253,8,1,3,-,4,2,3
20254,7,1,6,-,4,5,6
20255,8,2,5,-,1,3,5
20256,6,1,7,-,2,3,7
20257,7,1,5,-,4,2,5
20258,4,4,7,-,1,6,7
20259,8,4,6,-,2,5,6
20260,6,2,4,-,2,3,4
20261,8,1,3,-,1,2,3
20262,3,5,8,-,1,6,8
20263,4,4,8,-,1,6,8
20264,6,7,9,-,2,8,9
20265,5,1,9,-,3,8,9
20266,8,1,3,-,2,2,3
20267,6,3,8,-,2,7,8
20268,3,1,3,-,1,2,3
20269,7,3,6,-,3,4,6
20270,5,5,9,-,2,6,9
20271,7,3,5,-,5,4,5
20272,3,7,9,-,1,8,9
20273,8,5,8,-,6,7,8
20274,6,4,7,-,3,5,7
20275,5,2,5,-,1,4,5
20276,8,1,3,-,4,2,3
20277,7,1,3,-,3,2,3
20278,6,1,3,-,1,2,3
20279,5,2,4,-,3,3,4
20280,7,4,8,-,5,7,8
20281,5,2,8,-,3,3,8
20282,5,2,4,-,3,3,4
20283,8,5,8,-,5,7,8
20284,6,6,8,-,2,7,8
20285,4,2,4,-,2,3,4
20286,7,2,6,-,4,3,6
20287,5,2,8,-,1,3,8
20288,5,7,9,-,2,8,9
20289,4,1,6,-,1,3,6
20290,9,2,5,-,5,3,5
20291,6,1,3,-,3,2,3
20292,8,2,6,-,2,4,6
20293,7,1,5,-,2,2,5
20294,5,3,9,-,3,6,9
20295,6,3,5,-,4,4,5
20296,9,1,3,-,3,2,3
20297,3,4,8,-,1,5,8
20298,8,2,7,-,3,4,7
20299,6,4,7,-,2,5,7
20300,4,7,9,-,1,8,9
20301,4,3,6,-,2,5,6
20302,8,1,9,-,6,5,9
20303,4,2,5,-,1,4,5
20304,3,1,9,-,1,8,9
20305,4,2,5,-,2,3,5
20306,9,1,3,-,4,2,3
20307,8,5,9,-,5,6,9
20308,3,3,6,-,1,4,6
20309,6,2,8,-,3,4,8
20310,8,1,5,-,3,3,5
20311,4,3,9,-,1,8,9
20312,6,2,7,-,2,3,7
20313,8,1,3,-,1,2,3
20314,3,4,9,-,1,5,9
20315,5,1,6,-,1,2,6
20316,9,2,6,-,6,3,6
20317,6,3,5,-,2,4,5
20318,3,1,6,-,1,2,6
20319,5,1,4,-,2,2,4
20320,8,2,8,-,5,4,8
20321,7,1,3,-,3,2,3
20322,4,3,8,-,1,5,8
20323,6,1,3,-,3,2,3
20324,8,3,6,-,2,4,6
20325,9,4,8,-,6,5,8
20326,4,3,7,-,2,6,7
20327,7,4,6,-,4,5,6
20328,8,1,5,-,1,3,5
20329,8,1,3,-,5,2,3
20330,5,2,4,-,3,3,4
20331,8,2,9,-,5,7,9
20332,8,1,8,-,6,5,8
20333,9,1,4,-,7,3,4
20334,3,2,5,-,1,4,5
20335,9,3,8,-,7,7,8
20336,3,1,8,-,1,3,8
20337,5,3,9,-,3,4,9
20338,5,3,8,-,1,5,8
20339,6,3,5,-,2,4,5
20340,9,2,6,-,5,5,6
20341,6,3,5,-,2,4,5
20342,7,6,8,-,1,7,8
20343,9,2,6,-,2,3,6
20344,4,3,5,-,2,4,5
20345,9,3,8,-,3,7,8
20346,9,4,8,-,3,6,8
20347,3,7,9,-,1,8,9
20348,6,1,5,-,1,4,5
20349,3,2,9,-,1,5,9
20350,7,1,8,-,3,7,8
20351,6,2,8,-,1,6,8
20352,4,7,9,-,2,8,9
20353,5,4,9,-,3,5,9
20354,8,2,8,-,1,7,8
20355,6,4,9,-,4,6,9
20356,3,3,9,-,1,4,9
20357,7,6,8,-,1,7,8
20358,6,3,5,-,2,4,5
20359,3,1,7,-,1,6,7
20360,3,1,5,-,1,2,5
20361,6,3,6,-,3,4,6
20362,8,1,4,-,3,2,4
20363,5,2,5,-,3,4,5
20364,9,4,6,-,7,5,6
20365,4,4,7,-,1,5,7
20366,9,4,7,-,4,6,7
20367,9,3,8,-,4,7,8
20368,9,1,7,-,1,2,7
20369,3,2,6,-,1,4,6
20370,4,4,8,-,2,6,8
20371,5,5,9,-,2,7,9
20372,9,4,7,-,4,5,7
20373,4,1,7,-,1,5,7
20374,6,1,9,-,3,7,9
20375,6,3,7,-,2,5,7
20376,9,1,3,-,3,2,3
20377,4,1,8,-,2,5,8
20378,4,1,3,-,2,2,3
20379,7,1,3,-,4,2,3
20380,8,7,9,-,1,8,9
20381,7,3,5,-,2,4,5
20382,7,1,3,-,4,2,3
20383,5,2,7,-,1,6,7
20384,8,1,6,-,2,3,6
20385,5,2,4,-,3,3,4
20386,9,1,3,-,7,2,3
20387,9,1,4,-,5,2,4
20388,5,3,6,-,1,4,6
20389,6,1,6,-,3,5,6
20390,9,1,4,-,2,3,4
20391,8,3,5,-,3,4,5
20392,9,1,7,-,7,6,7
20393,4,1,7,-,2,5,7
20394,9,3,8,-,1,6,8
20395,6,7,9,-,2,8,9
20396,3,1,4,-,1,2,4
20397,3,3,9,-,1,7,9
20398,3,2,8,-,1,4,8
20399,6,1,3,-,4,2,3
20400,8,5,7,-,2,6,7
20401,6,2,5,-,2,4,5
20402,7,2,5,-,3,3,5
20403,3,6,9,-,1,7,9
20404,8,2,7,-,2,5,7
20405,3,1,8,-,1,3,8
20406,4,5,8,-,2,6,8
20407,7,3,5,-,5,4,5
20408,7,6,8,-,5,7,8
20409,6,1,3,-,3,2,3
20410,7,7,9,-,2,8,9
20411,5,2,6,-,1,4,6
20412,3,5,9,-,1,6,9
20413,7,2,8,-,5,4,8
20414,7,2,4,-,5,3,4
20415,9,5,7,-,6,6,7
20416,3,2,5,-,1,4,5
20417,9,1,4,-,1,2,4
20418,7,2,6,-,3,4,6
20419,6,6,9,-,1,8,9
20420,4,6,9,-,1,7,9
20421,4,1,6,-,1,4,6
20422,5,4,8,-,2,7,8
20423,4,1,6,-,1,5,6
20424,3,3,6,-,1,4,6
20425,8,1,3,-,1,2,3
20426,3,3,8,-,1,4,8
20427,3,1,5,-,1,2,5
20428,8,2,8,-,3,7,8
20429,6,3,8,-,1,5,8
20430,5,4,6,-,1,5,6
20431,9,2,6,-,4,5,6
20432,4,5,8,-,1,7,8
20433,6,2,8,-,4,7,8
20434,7,1,3,-,3,2,3
20435,7,1,3,-,5,2,3
20436,4,6,9,-,1,8,9
20437,6,5,8,-,2,6,8
20438,6,1,5,-,4,2,5
20439,6,1,4,-,3,3,4
20440,5,1,3,-,3,2,3
20441,6,3,9,-,2,6,9
20442,9,2,4,-,1,3,4
20443,6,2,4,-,4,3,4
20444,5,1,9,-,2,8,9
20445,9,3,6,-,5,5,6
20446,5,4,9,-,2,8,9
20447,6,4,7,-,1,5,7
20448,3,1,4,-,1,2,4
20449,5,2,5,-,3,3,5
20450,4,3,7,-,2,6,7
20451,7,1,3,-,4,2,3
20452,4,4,9,-,2,8,9
20453,9,1,3,-,3,2,3
20454,7,1,6,-,2,4,6
20455,9,2,4,-,3,3,4
20456,6,4,6,-,1,5,6
20457,9,1,9,-,5,4,9
20458,7,3,5,-,1,4,5
20459,7,2,5,-,4,3,5
20460,6,4,7,-,3,5,7
20461,8,1,5,-,5,3,5
20462,4,1,3,-,2,2,3
20463,5,1,6,-,1,2,6
20464,7,1,4,-,3,3,4
20465,6,6,9,-,2,7,9
20466,8,1,5,-,6,2,5
20467,5,3,5,-,2,4,5
20468,6,5,7,-,3,6,7
20469,5,3,9,-,2,8,9
20470,9,2,4,-,2,3,4
20471,5,5,9,-,1,7,9
20472,7,3,6,-,3,5,6
20473,9,1,4,-,7,2,4
20474,4,2,5,-,1,3,5
20475,4,1,3,-,1,2,3
20476,7,3,7,-,2,6,7
20477,9,1,3,-,1,2,3
20478,4,1,9,-,2,6,9
20479,7,2,4,-,5,3,4
20480,5,7,9,-,2,8,9
20481,5,3,8,-,3,7,8
20482,8,1,3,-,3,2,3
20483,8,4,8,-,6,5,8
20484,4,3,7,-,2,5,7
20485,7,1,4,-,3,2,4
20486,5,2,6,-,2,3,6
20487,7,2,6,-,5,5,6
20488,4,1,4,-,1,3,4
20489,8,3,8,-,5,6,8
20490,9,2,5,-,5,3,5
20491,9,2,4,-,6,3,4
20492,7,3,5,-,2,4,5
20493,3,1,7,-,1,6,7
20494,4,2,5,-,1,4,5
20495,5,2,7,-,3,3,7
20496,5,5,9,-,1,8,9
20497,5,1,5,-,2,4,5
20498,3,2,6,-,1,4,6
20499,4,2,9,-,1,7,9
20500,7,3,7,-,1,5,7
20501,5,2,9,-,3,3,9
20502,8,1,4,-,2,3,4
20503,7,1,3,-,5,2,3
20504,3,1,6,-,1,5,6
20505,8,3,6,-,1,5,6
20506,3,1,5,-,1,4,5
20507,9,1,6,-,5,2,6
20508,5,3,5,-,3,4,5
20509,6,2,8,-,3,4,8
20510,6,1,5,-,1,4,5
20511,7,3,9,-,5,7,9
20512,3,1,6,-,1,4,6
20513,6,2,9,-,2,4,9
20514,5,4,6,-,1,5,6
20515,5,1,5,-,2,3,5
20516,7,2,6,-,3,5,6
20517,6,2,8,-,2,7,8
20518,9,3,5,-,4,4,5
20519,5,2,5,-,1,4,5
20520,5,4,7,-,3,5,7
20521,7,5,9,-,1,8,9
20522,6,2,6,-,2,5,6
20523,6,3,8,-,2,5,8
20524,8,2,4,-,3,3,4
20525,6,1,3,-,3,2,3
20526,7,2,5,-,2,4,5
20527,5,3,6,-,3,5,6
20528,9,1,7,-,5,3,7
20529,3,1,4,-,1,2,4
20530,3,1,5,-,1,4,5
20531,6,2,8,-,4,5,8
20532,4,1,4,-,2,2,4
20533,5,2,6,-,3,5,6
20534,9,1,3,-,1,2,3
20535,7,4,6,-,1,5,6
20536,7,5,8,-,2,7,8
20537,7,1,4,-,4,2,4
20538,5,3,6,-,1,4,6
20539,4,1,6,-,2,5,6
20540,4,2,9,-,2,6,9
20541,5,1,9,-,3,6,9
20542,7,7,9,-,4,8,9
20543,3,6,9,-,1,7,9
20544,6,2,8,-,4,6,8
20545,4,2,8,-,1,7,8
20546,9,1,4,-,2,3,4
20547,5,1,5,-,3,2,5
20548,7,4,9,-,2,8,9
20549,6,1,7,-,1,2,7
20550,8,2,5,-,3,4,5
20551,5,1,4,-,3,3,4
20552,8,1,4,-,1,3,4
20553,6,1,3,-,3,2,3
20554,7,3,8,-,2,5,8
20555,3,1,3,-,1,2,3
20556,6,2,4,-,4,3,4
20557,7,1,4,-,5,3,4
20558,5,1,5,-,2,4,5
20559,9,1,9,-,3,5,9
20560,9,5,7,-,4,6,7
20561,7,1,5,-,3,2,5
20562,4,1,7,-,1,4,7
20563,6,2,9,-,4,7,9
20564,3,1,7,-,1,3,7
20565,4,3,7,-,1,5,7
20566,5,1,4,-,3,3,4
20567,9,1,4,-,1,2,4
20568,8,3,6,-,6,4,6
20569,9,4,7,-,1,5,7
20570,6,3,7,-,4,6,7
20571,5,2,5,-,1,3,5
20572,9,4,7,-,7,5,7
20573,8,5,7,-,2,6,7
20574,5,2,5,-,2,3,5
20575,8,1,3,-,1,2,3
20576,5,5,7,-,3,6,7
20577,4,4,7,-,1,5,7
20578,8,2,4,-,5,3,4
20579,3,2,6,-,1,5,6
20580,7,1,4,-,3,2,4
20581,5,1,6,-,1,3,6
20582,7,3,6,-,2,5,6
20583,6,3,7,-,2,5,7
20584,3,4,9,-,1,7,9
20585,9,3,9,-,6,7,9
20586,9,5,7,-,7,6,7
20587,9,1,4,-,6,3,4
20588,9,1,3,-,2,2,3
20589,6,1,7,-,3,3,7
20590,8,5,8,-,4,7,8
20591,7,2,6,-,3,5,6
20592,6,1,4,-,4,2,4
20593,4,1,9,-,1,5,9
20594,8,1,6,-,4,5,6
20595,3,1,5,-,1,3,5
20596,8,1,5,-,4,4,5
20597,8,5,7,-,2,6,7
20598,8,6,9,-,6,7,9
20599,6,4,8,-,4,7,8
20600,9,6,8,-,1,7,8
20601,4,3,6,-,1,5,6
20602,6,2,6,-,2,5,6
20603,3,1,4,-,1,3,4
20604,5,3,6,-,2,5,6
20605,8,3,8,-,3,6,8
20606,4,1,4,-,1,2,4
20607,6,6,9,-,1,7,9
20608,8,1,4,-,6,3,4
20609,3,1,5,-,1,4,5
20610,3,4,8,-,1,5,8
20611,3,4,9,-,1,7,9
20612,8,1,4,-,5,3,4
20613,6,2,4,-,1,3,4
20614,7,1,4,-,1,2,4
20615,9,1,5,-,2,3,5
20616,4,1,8,-,1,7,8
20617,8,1,3,-,3,2,3
20618,3,1,6,-,1,3,6
20619,8,1,6,-,2,3,6
20620,3,4,6,-,1,5,6
20621,8,7,9,-,3,8,9
20622,8,3,6,-,2,5,6
20623,8,4,7,-,4,5,7
20624,8,4,6,-,3,5,6
20625,9,5,9,-,4,8,9
20626,8,4,6,-,2,5,6
20627,4,2,4,-,1,3,4
20628,8,1,6,-,4,2,6
20629,7,1,9,-,1,3,9
20630,5,1,6,-,3,2,6
20631,4,1,6,-,1,3,6
20632,8,1,4,-,6,3,4
20633,4,1,4,-,1,2,4
20634,4,3,5,-,2,4,5
20635,5,1,5,-,2,2,5
20636,8,5,7,-,5,6,7
20637,3,2,8,-,1,4,8
20638,6,2,7,-,1,5,7
20639,5,4,8,-,3,5,8
20640,5,2,7,-,1,4,7
20641,3,3,5,-,1,4,5
20642,4,3,9,-,1,5,9
20643,3,3,7,-,1,5,7
20644,6,1,8,-,2,3,8
20645,5,2,4,-,1,3,4
20646,5,1,7,-,2,2,7
20647,7,3,6,-,3,5,6
20648,8,3,5,-,2,4,5
20649,4,1,6,-,2,5,6
20650,6,1,7,-,1,4,7
20651,8,2,4,-,3,3,4
20652,7,3,5,-,1,4,5
20653,7,1,4,-,4,3,4
20654,5,2,5,-,2,4,5
20655,5,1,4,-,2,2,4
20656,6,3,9,-,3,6,9
20657,9,2,4,-,4,3,4
20658,7,2,4,-,5,3,4
20659,6,1,4,-,1,3,4
20660,4,2,9,-,1,7,9
20661,9,1,3,-,7,2,3
20662,8,3,6,-,4,4,6
20663,7,2,4,-,2,3,4
20664,8,1,3,-,1,2,3
20665,5,4,6,-,2,5,6
20666,5,1,5,-,1,4,5
20667,7,3,7,-,2,6,7
20668,8,2,9,-,2,6,9
20669,6,6,9,-,1,7,9
20670,9,1,3,-,6,2,3
20671,6,4,7,-,3,5,7
20672,7,2,4,-,2,3,4
20673,9,1,3,-,4,2,3
20674,7,3,8,-,1,4,8
20675,4,3,8,-,2,4,8
20676,7,3,6,-,2,5,6
20677,9,1,8,-,6,3,8
20678,8,1,4,-,1,2,4
20679,8,3,7,-,3,5,7
20680,5,2,5,-,1,3,5
20681,3,2,4,-,1,3,4
20682,8,3,6,-,6,5,6
20683,3,1,5,-,1,3,5
20684,7,1,6,-,2,5,6
20685,8,2,8,-,3,7,8
20686,9,1,3,-,7,2,3
20687,6,3,5,-,2,4,5
20688,6,2,5,-,1,3,5
20689,5,3,5,-,3,4,5
20690,5,1,6,-,2,5,6
20691,6,3,6,-,4,4,6
20692,9,4,6,-,3,5,6
20693,3,1,5,-,1,4,5
20694,8,1,8,-,6,2,8
20695,7,2,7,-,2,3,7
20696,6,1,4,-,1,3,4
20697,6,4,9,-,2,7,9
20698,5,1,8,-,1,6,8
20699,9,5,7,-,7,6,7
20700,6,1,4,-,2,2,4
20701,8,1,9,-,1,6,9
20702,4,1,4,-,1,3,4
20703,8,2,5,-,4,4,5
20704,3,1,4,-,1,3,4
20705,7,5,9,-,1,7,9
20706,8,1,7,-,6,2,7
20707,6,1,4,-,4,3,4
20708,8,4,6,-,6,5,6
20709,7,4,9,-,4,6,9
20710,5,4,6,-,2,5,6
20711,9,1,5,-,3,4,5
20712,6,2,4,-,4,3,4
20713,6,1,5,-,3,2,5
20714,9,6,8,-,6,7,8
20715,9,7,9,-,1,8,9
20716,9,1,6,-,3,4,6
20717,9,1,3,-,1,2,3
20718,4,3,5,-,1,4,5
20719,9,3,8,-,6,7,8
20720,6,1,5,-,1,4,5
20721,7,1,3,-,1,2,3
20722,4,4,9,-,2,6,9
20723,4,1,7,-,2,5,7
20724,9,4,6,-,4,5,6
20725,4,1,3,-,2,2,3
20726,5,2,7,-,3,3,7
20727,6,5,8,-,4,7,8
20728,4,2,5,-,2,4,5
20729,7,1,3,-,4,2,3
20730,4,1,8,-,2,6,8
20731,7,2,4,-,2,3,4
20732,8,7,9,-,2,8,9
20733,8,4,8,-,5,7,8
20734,8,5,9,-,6,8,9
20735,5,2,7,-,3,6,7
20736,3,2,5,-,1,3,5
20737,5,2,6,-,2,3,6
20738,3,5,8,-,1,6,8
20739,4,2,9,-,1,5,9
20740,4,1,6,-,1,4,6
20741,8,6,8,-,2,7,8
20742,9,2,6,-,3,3,6
20743,5,4,8,-,2,7,8
20744,4,2,5,-,1,4,5
20745,6,1,6,-,2,2,6
20746,3,5,9,-,1,7,9
20747,5,2,4,-,3,3,4
20748,8,1,5,-,6,3,5
20749,3,2,5,-,1,3,5
20750,7,5,7,-,4,6,7
20751,7,3,6,-,5,4,6
20752,8,5,9,-,1,6,9
20753,7,1,3,-,5,2,3
20754,7,4,6,-,3,5,6
20755,3,4,9,-,1,8,9
20756,4,2,8,-,2,3,8
20757,3,2,5,-,1,4,5
20758,7,3,7,-,2,4,7
20759,7,3,8,-,5,7,8
20760,9,1,8,-,4,6,8
20761,6,1,5,-,2,4,5
20762,4,1,9,-,2,5,9
20763,5,2,7,-,2,6,7
20764,4,4,7,-,2,6,7
20765,5,1,3,-,3,2,3
20766,7,3,6,-,4,4,6
20767,4,2,5,-,1,3,5
20768,5,1,3,-,1,2,3
20769,7,3,7,-,3,5,7
20770,7,2,4,-,2,3,4
20771,5,2,4,-,1,3,4
20772,4,5,9,-,2,7,9
20773,6,3,7,-,4,4,7
20774,4,1,7,-,1,3,7
20775,3,3,5,-,1,4,5
20776,4,2,9,-,1,7,9
20777,5,1,3,-,1,2,3
20778,4,4,7,-,2,5,7
20779,6,4,7,-,1,6,7
20780,4,6,8,-,2,7,8
20781,5,1,4,-,3,2,4
20782,8,1,3,-,3,2,3
20783,5,3,9,-,1,8,9
20784,4,4,9,-,2,8,9
20785,9,2,4,-,1,3,4
20786,3,2,7,-,1,5,7
20787,5,1,3,-,1,2,3
20788,9,1,4,-,1,3,4
20789,5,1,4,-,3,2,4
20790,9,1,3,-,3,2,3
20791,3,1,6,-,1,3,6
20792,6,4,9,-,3,6,9
20793,5,2,4,-,2,3,4
20794,7,1,8,-,4,7,8
20795,5,2,4,-,3,3,4
20796,7,1,5,-,4,2,5
20797,6,2,4,-,2,3,4
20798,9,4,9,-,5,7,9
20799,5,2,4,-,2,3,4
20800,8,1,3,-,5,2,3
20801,5,1,4,-,3,2,4
20802,4,1,6,-,1,3,6
20803,6,5,7,-,2,6,7
20804,9,7,9,-,1,8,9
20805,3,1,3,-,1,2,3
20806,6,2,6,-,4,5,6
20807,9,3,7,-,6,6,7
20808,3,2,8,-,1,3,8
20809,3,2,8,-,1,3,8
20810,7,3,8,-,2,7,8
20811,8,3,6,-,1,5,6
20812,4,5,9,-,1,7,9
20813,6,7,9,-,4,8,9
20814,5,1,5,-,1,3,5
20815,5,2,4,-,1,3,4
20816,7,3,9,-,4,8,9
20817,9,1,5,-,2,2,5
20818,7,3,7,-,4,5,7
20819,3,5,9,-,1,8,9
20820,8,2,4,-,1,3,4
20821,5,2,8,-,3,3,8
20822,3,2,4,-,1,3,4
20823,8,5,8,-,3,7,8
20824,8,2,9,-,3,4,9
20825,3,4,7,-,1,6,7
20826,5,4,7,-,2,5,7
20827,6,1,3,-,3,2,3
20828,6,2,8,-,4,4,8
20829,7,2,4,-,4,3,4
20830,7,3,7,-,4,5,7
20831,8,1,3,-,3,2,3
20832,4,3,7,-,1,5,7
20833,6,2,5,-,4,4,5
20834,9,1,8,-,2,3,8
20835,5,3,6,-,2,4,6
20836,4,6,8,-,2,7,8
20837,9,3,7,-,5,6,7
20838,8,2,5,-,5,4,5
20839,4,4,9,-,2,8,9
20840,8,1,5,-,5,2,5
20841,5,2,6,-,3,4,6
20842,8,2,8,-,3,3,8
20843,9,3,6,-,1,5,6
20844,4,1,9,-,2,8,9
20845,7,1,5,-,4,4,5
20846,3,5,8,-,1,7,8
20847,6,1,7,-,2,4,7
20848,8,1,9,-,2,6,9
20849,8,5,9,-,3,6,9
20850,9,1,3,-,4,2,3
20851,3,1,6,-,1,2,6
20852,3,2,5,-,1,4,5
20853,3,4,8,-,1,6,8
20854,5,4,6,-,2,5,6
20855,8,3,5,-,6,4,5
20856,7,1,4,-,5,2,4
20857,3,7,9,-,1,8,9
20858,3,1,6,-,1,4,6
20859,4,3,7,-,2,5,7
20860,3,1,5,-,1,3,5
20861,6,5,9,-,1,6,9
20862,7,2,8,-,2,3,8
20863,3,1,5,-,1,3,5
20864,7,5,9,-,1,6,9
20865,6,5,8,-,4,6,8
20866,4,1,3,-,1,2,3
20867,6,1,4,-,2,2,4
20868,7,4,6,-,4,5,6
20869,7,4,7,-,2,5,7
20870,6,1,6,-,2,2,6
20871,3,1,4,-,1,3,4
20872,7,1,9,-,1,8,9
20873,7,7,9,-,5,8,9
20874,9,3,8,-,1,6,8
20875,6,4,6,-,4,5,6
20876,9,1,5,-,7,2,5
20877,6,2,8,-,4,5,8
20878,3,3,5,-,1,4,5
20879,9,1,3,-,5,2,3
20880,5,7,9,-,2,8,9
20881,8,2,7,-,6,5,7
20882,7,1,7,-,2,6,7
20883,6,1,9,-,4,7,9
20884,4,1,5,-,2,4,5
20885,6,4,6,-,2,5,6
20886,6,3,5,-,4,4,5
20887,8,2,5,-,3,3,5
20888,8,1,4,-,5,2,4
20889,6,2,8,-,4,5,8
20890,9,1,6,-,4,5,6
20891,8,1,4,-,4,3,4
20892,4,2,4,-,2,3,4
20893,9,1,6,-,4,5,6
20894,4,1,4,-,1,3,4
20895,3,1,6,-,1,2,6
20896,3,2,7,-,1,3,7
20897,8,1,3,-,4,2,3
20898,6,1,8,-,4,7,8
20899,5,3,6,-,1,5,6
20900,3,4,6,-,1,5,6
20901,8,1,8,-,1,2,8
20902,9,2,8,-,5,3,8
20903,9,1,3,-,4,2,3
20904,7,1,3,-,5,2,3
20905,5,1,3,-,2,2,3
20906,6,2,4,-,2,3,4
20907,7,2,4,-,5,3,4
20908,8,4,7,-,5,5,7
20909,8,4,6,-,2,5,6
20910,7,4,6,-,5,5,6
20911,6,2,6,-,1,4,6
20912,8,2,5,-,1,4,5
20913,8,5,7,-,2,6,7
20914,5,1,3,-,1,2,3
20915,6,2,9,-,4,6,9
20916,6,1,4,-,3,2,4
20917,9,3,6,-,5,5,6
20918,7,1,3,-,4,2,3
20919,3,3,8,-,1,6,8
20920,7,3,5,-,4,4,5
20921,4,5,9,-,1,8,9
20922,6,2,4,-,4,3,4
20923,5,7,9,-,3,8,9
20924,4,3,7,-,2,4,7
20925,5,3,9,-,2,5,9
20926,7,2,4,-,2,3,4
20927,6,2,6,-,4,4,6
20928,9,6,9,-,4,7,9
20929,6,1,5,-,4,3,5
20930,5,2,5,-,2,4,5
20931,9,3,6,-,1,5,6
20932,6,2,4,-,4,3,4
20933,9,1,6,-,2,5,6
20934,7,2,8,-,1,4,8
20935,9,1,3,-,4,2,3
20936,8,3,7,-,6,6,7
20937,3,1,3,-,1,2,3
20938,7,1,5,-,5,4,5
20939,6,1,3,-,2,2,3
20940,4,7,9,-,1,8,9
20941,9,2,5,-,4,4,5
20942,6,4,6,-,1,5,6
20943,3,3,6,-,1,4,6
20944,3,2,8,-,1,6,8
20945,5,2,8,-,1,4,8
20946,8,2,4,-,1,3,4
20947,8,3,6,-,1,4,6
20948,4,3,5,-,2,4,5
20949,9,1,3,-,7,2,3
20950,5,2,6,-,2,4,6
20951,3,5,9,-,1,8,9
20952,9,1,4,-,6,2,4
20953,9,3,8,-,3,6,8
20954,8,2,4,-,4,3,4
20955,8,1,3,-,1,2,3
20956,8,2,4,-,6,3,4
20957,3,2,8,-,1,3,8
20958,9,3,7,-,2,4,7
20959,5,1,4,-,2,3,4
20960,7,2,7,-,4,5,7
20961,5,1,8,-,1,5,8
20962,9,1,3,-,4,2,3
20963,4,3,7,-,1,4,7
20964,6,1,4,-,2,3,4
20965,7,2,5,-,5,3,5
20966,6,1,5,-,1,4,5
20967,9,1,6,-,6,5,6
20968,9,3,9,-,7,4,9
20969,4,7,9,-,2,8,9
20970,7,1,4,-,5,3,4
20971,3,2,9,-,1,7,9
20972,6,4,9,-,3,5,9
20973,7,3,8,-,4,5,8
20974,7,2,6,-,2,5,6
20975,4,2,8,-,2,6,8
20976,3,2,5,-,1,4,5
20977,8,3,6,-,1,4,6
20978,3,1,5,-,1,2,5
20979,6,1,3,-,3,2,3
20980,4,2,4,-,1,3,4
20981,3,2,6,-,1,4,6
20982,4,1,6,-,2,5,6
20983,4,3,7,-,2,4,7
20984,4,1,7,-,2,5,7
20985,9,1,9,-,1,5,9
20986,6,1,5,-,3,2,5
20987,9,3,8,-,1,7,8
20988,9,3,5,-,1,4,5
20989,6,1,4,-,2,3,4
20990,5,1,3,-,2,2,3
20991,9,1,3,-,5,2,3
20992,6,3,5,-,4,4,5
20993,8,2,7,-,1,6,7
20994,3,7,9,-,1,8,9
20995,9,2,6,-,6,3,6
20996,3,3,7,-,1,6,7
20997,5,2,9,-,2,7,9
20998,5,3,5,-,3,4,5
20999,6,2,4,-,4,3,4
21000,7,1,3,-,1,2,3
21001,9,4,6,-,2,5,6
21002,5,1,7,-,3,6,7
21003,3,1,4,-,1,3,4
21004,7,2,8,-,1,4,8
21005,9,1,4,-,1,2,4
21006,8,2,4,-,4,3,4
21007,6,3,5,-,2,4,5
21008,7,1,4,-,4,3,4
21009,6,3,8,-,4,7,8
21010,6,5,8,-,2,7,8
21011,5,1,3,-,3,2,3
21012,5,7,9,-,1,8,9
21013,9,4,6,-,6,5,6
21014,7,6,9,-,4,7,9
21015,4,1,5,-,1,4,5
21016,5,1,7,-,3,2,7
21017,6,1,7,-,3,4,7
21018,4,3,5,-,1,4,5
21019,9,1,5,-,6,4,5
21020,8,3,8,-,5,4,8
21021,9,4,7,-,3,6,7
21022,5,2,5,-,2,3,5
21023,6,4,8,-,4,5,8
21024,5,3,9,-,2,7,9
21025,7,3,7,-,3,4,7
21026,8,1,3,-,6,2,3
21027,9,5,8,-,7,6,8
21028,7,5,8,-,3,6,8
21029,7,3,5,-,1,4,5
21030,3,4,9,-,1,6,9
21031,3,1,8,-,1,3,8
21032,5,5,8,-,2,6,8
21033,4,3,6,-,1,4,6
21034,5,1,4,-,2,3,4
21035,5,2,4,-,2,3,4
21036,4,5,9,-,2,8,9
21037,6,1,6,-,4,5,6
21038,9,1,4,-,3,3,4
21039,6,3,6,-,2,4,6
21040,7,6,8,-,1,7,8
21041,9,5,9,-,6,8,9
21042,3,2,6,-,1,4,6
21043,6,1,4,-,3,2,4
21044,6,2,4,-,3,3,4
21045,9,1,4,-,1,3,4
21046,9,1,4,-,1,2,4
21047,9,7,9,-,4,8,9
21048,7,1,5,-,3,2,5
21049,3,1,4,-,1,2,4
21050,9,4,7,-,2,5,7
21051,3,5,7,-,1,6,7
21052,5,3,7,-,1,5,7
21053,9,4,8,-,5,5,8
21054,5,1,9,-,2,5,9
21055,7,1,4,-,2,3,4
21056,6,3,6,-,4,5,6
